workspaceId,snapshotId,title,accessTier,ubrFocus,themes,subthemes,is_meta,in_substantive_corpus,tag_evidence_summary
7955,66783,Rare_genetic_variations_in_a_diverse_population_v7,Controlled Tier,True,1;2;3,,false,true,1:atrial fibrillation|heart failure|diabetes|cardiometabolic|arrhythmia|cardiac|obesity|vascular disease; 2:WGS|PRS|whole-genome sequencing|GWAS|association studies|common variant|rare variant|ancestry|phenome-wide; 3:phecode|EHR|ICD|risk prediction
25652,66791,Aim 1: Psychosocial Stress and PreE,Controlled Tier,True,1;4;6;15,,false,true,1:preeclampsia|blood pressure|hypertensive; 4:stress|psychosocial; 6:social determinants of health|disparities|disparity|discrimination|SDOH; 15:pregnancy|preeclampsia
31036,66799,ObesityandCancer,Controlled Tier,False,1;2,,false,true,1:BMI|obesity; 2:polygenic risk score|polygenic
31630,66801,CYP2C19_50k,Controlled Tier,True,16,,false,true,16:CYP2C19|pharmacogenetic
27195,66794,PheWAS v8,Controlled Tier,True,2,,false,true,2:PheWAS|GWAS|multi-ancestry|ancestry
34999,66841,PTEN Workspace,Controlled Tier,False,5;10;11,,false,true,5:cancer|cancer susceptibility; 10:pathogenic variant; 11:Parkinson's disease|Parkinson
21483,66788,Cancer Risk Prediction,Registered Tier,False,1;3;5,,false,true,1:diabetes|BMI; 3:transformer-based|electronic health record|machine learning|EHR|artificial intelligence|transformer|neural network|risk prediction; 5:ovarian cancer|pancreatic cancer|lung cancer|cancer
34998,66840,Duplicate of Duplicate of Readmission in Heart Failure V8,Registered Tier,False,1;3;6,,false,true,1:heart failure|renal; 3:electronic health record|machine learning|ICD|ICD-10; 6:social determinants of health|socioeconomic
32567,66804,Main Analysis Workspace,Controlled Tier,False,5;10;11,,false,true,5:cancer|cancer susceptibility; 10:pathogenic variant; 11:Parkinson's disease|Parkinson
34996,66838,Duplicate of HypertensionUKBB,Controlled Tier,False,2;3;11,,false,true,2:PRS|GWAS|genome-wide|association studies|genome-wide association|polygenic|genetic risk; 3:machine learning|risk prediction; 11:Alzheimer
34991,66833,AIM-AHEAD-UVA-RISE,Controlled Tier,False,1,,false,true,1:type 2 diabetes|T2D|diabetes|cardiometabolic
26868,66793,Stroke,Controlled Tier,True,1;2;3;14,14.2-stroke-cerebro,false,true,1:stroke; 2:genetic risk|genomic; 3:Researcher Workbench|workbench|EHR; 14:cerebrovascular|stroke
33838,66812,VCOM SRC - Pod #1,Registered Tier,False,5;12,,false,true,5:cancer|chemotherapy; 12:alopecia
34989,66831,Pepin-Polli,Registered Tier,True,1;15,,false,true,1:BMI|insulin resistance; 15:polycystic ovary syndrome|PCOS|polycystic ovary
32674,66805,"Step count, mental illness, cardiovascular risk factors and cognition",Controlled Tier,False,1;4;7,,false,true,1:blood pressure|cardiovascular|glycemic; 4:major depressive disorder|bipolar disorder|schizophrenia|bipolar|depressive; 7:step count
27375,66795,OUD GWAS v8,Controlled Tier,False,2;4;6,,false,true,2:GWAS|single nucleotide polymorphism|SNP|genome-wide|association studies|genome-wide association|loci|ancestry; 4:opioid use disorder|opioid|addiction|substance use; 6:disparities|racial and ethnic|Hispanic
34562,66815,Physical Activity/Sleep Duration on Health (Yizhou),Controlled Tier,False,3;7,,false,true,3:machine learning|deep learning; 7:accelerometer|Fitbit|wearable|physical activity|wearable device|sleep duration
34987,66829,Duplicate of Duplicate of NAFLD and mental Health,Controlled Tier,False,1;4,,false,true,1:NAFLD|BMI; 4:depression|anxiety|mental health
34873,66820,GReX_PheWAS,Controlled Tier,True,2,,false,true,2:SNP|ancestry|association study|imputation
33141,66807,"Duplicate of Physical activity, diet, and weight loss medications",Controlled Tier,True,7,,false,true,7:Fitbit|physical activity
24091,66790,"Physical activity, diet, and weight loss medications",Controlled Tier,True,7,,false,true,7:Fitbit|physical activity
33633,66810,Study of Immune Mediated and Infectious GI Diseases,Controlled Tier,False,2,,false,true,2:GWAS|genomic
34986,66828,Multi-PGS AUD,Controlled Tier,False,2;4,,false,true,2:GWAS|genotype|polygenic|genetic risk; 4:alcohol use disorder|AUD|mental health
34984,66826,Derm_Research,Registered Tier,False,12,,false,true,12:psoriasis|dermatology|skin disease|vitiligo|dermatologic|atopic dermatitis|dermatitis
34983,66825,Unsupervised subtyping of disease variants validation,Registered Tier,False,1;2;3,,false,true,1:type 2 diabetes|T2D|diabetes|cardiometabolic; 2:PRS|polygenic|ancestry; 3:notebook|EHR|clustering|model performance
34982,66824,Duplicate of Pruritus_ControlledTier,Controlled Tier,True,2;12,,false,true,2:GWAS|eQTL|loci|ancestry; 12:dermatologic|atopic dermatitis|dermatitis
34980,66781,phewas,Registered Tier,False,2;3,,false,true,2:PheWAS|WGS|REGENIE|SAIGE|genotype|genomics|loci|ancestry|rare-variant|phenome-wide|association study|genomic; 3:Researcher Workbench|workbench|EHR
33358,66714,Sarcoidosis,Controlled Tier,False,3;9,,false,true,3:Researcher Workbench|workbench; 9:sarcoidosis
33876,66719,Associations of Genetics with AIMSS,Controlled Tier,True,1;2;5,,false,true,1:BMI|obesity; 2:SNP|genotype|ancestry; 5:breast cancer|cancer
34977,66778,Duplicate of How to Work with All of Us Genomic Data (Hail - Plink)(v8),Controlled Tier,False,2,,false,true,2:genome-wide|association studies|genome-wide association|genomic
34975,66776,AMI Genetic Risk Analysis,Controlled Tier,False,2;3,,false,true,2:GWAS|genome-wide|genome-wide association|genetic risk|genomic; 3:Researcher Workbench|machine learning|workbench|random forest|predictive model
34973,66774,genomic and SES in cancer survival,Controlled Tier,False,2;5;6,,false,true,2:genomic; 5:cancer; 6:disparities|socioeconomic
30202,66699,All of US saliva sample,Controlled Tier,False,2,,false,true,2:WGS|whole genome sequencing
34972,66773,APOE_neutrophil_correlation,Controlled Tier,False,2;11,,false,true,11:llm-judgment: APOE — aging/ADRD; 2:llm-judgment: genomics
33206,66713,Duplicate of All of Us v7 GWAS on LDL Cholesterol with Regenie,Controlled Tier,False,1;2;3,,false,true,1:cholesterol|LDL; 2:GWAS|REGENIE|genomics|genomic; 3:Researcher Workbench|workbench
24385,66693,RGC Workspace 4: Study of genetic association of health-related traits,Controlled Tier,False,2,,false,true,2:REGENIE|genotype|genetic association|rare variant|ancestry|genetic ancestry
34968,66769,Duplicate of Demo Project: Mental Health and Well Being,Controlled Tier,False,3;4,,false,true,3:Researcher Workbench|electronic health record|workbench|EHR; 4:PTSD|suicidal ideation|MDD|well-being|OCD|mental health|panic disorder|suicide|psychiatric
31166,66703,Data-driven weights for power,Controlled Tier,False,2,,false,true,2:GWAS|SNP|genome-wide|association studies|genome-wide association
29214,66697,V8 Cancer - Racial Disparities,Registered Tier,True,5;6,,false,true,5:cancer; 6:disparities|income
34961,66762,Suicidal Ideation,Registered Tier,False,3;4,,false,true,3:Researcher Workbench|OMOP|workbench|EHR; 4:suicidal ideation|mental health
34960,66761,Disparities associated with the uptake of Integrative Oncology (version 8),Controlled Tier,True,5;6,,false,true,5:oncology|cancer; 6:disparities
33537,66717,Exploratory_project_Bahram,Controlled Tier,False,,,false,true,
34959,66760,Apical Periodontitis vs. Smoke Genetic Association,Controlled Tier,False,2;3;4,,false,true,2:genetic association|genomic; 3:Researcher Workbench|electronic health record|workbench|EHR; 4:smoking|nicotine
9227,66689,Metabolism v7 mfd,Controlled Tier,False,1;2;8,,false,true,1:diabetes|triglyceride|lipid|hyperlipidemia|heart disease|cardiovascular; 2:PheWAS|ancestry|phenome-wide|association study; 8:COVID-19
31571,66705,Early Chronic Disease prediction,Registered Tier,False,3;7,,false,true,3:machine learning|predictive modeling|gradient boosting|AUC|feature engineering; 7:wearable
34929,66730,H. pylori (v8),Controlled Tier,True,,,false,true,
34957,66758,Genomics of different types of tobacco use,Controlled Tier,False,2;4,,false,true,2:GWAS|heritability|SNP|genome-wide|association studies|genome-wide association|genomics; 4:tobacco|nicotine|e-cigarette|vaping
25828,66694,Duplicate of Alzheimer's Disease and Related Dementias (with V8 dataset),Controlled Tier,False,11,,false,true,11:ADRD|Alzheimer|Alzheimer's
33995,66720,Glu and Neuro,Registered Tier,False,1;14,,false,true,1:diabetes|hyperglycemia; 14:neurological|neurodegeneration
34955,66756,Post-menopausal breast cancer risk,Registered Tier,False,1;5;15,,false,true,1:cardiovascular disease|cardiovascular; 5:breast cancer|cancer; 15:menopause|gestational|pregnancy|perimenopause
34954,66755,PTSD and ASD,Registered Tier,True,3;4;9;12,,false,true,3:OMOP|workbench|EHR|ICD; 4:depression|PTSD|smoking|stress|psychotherapy|post-traumatic stress; 9:psoriasis|autoimmune; 12:alopecia|alopecia areata|psoriasis|dermatology|skin disease|vitiligo|dermatologic
34953,66754,Prevalence of Congenital Urology Diseases,Controlled Tier,True,3;6,,false,true,3:data quality|electronic health record|ICD|ICD-10; 6:health disparities|disparities|access to care
34952,66753,Cataract and SES,Controlled Tier,True,6;18,,false,true,6:llm-judgment: SES disparities; 18:llm-judgment: cataract — ophthalmology
34950,66751,[Giulia] Pregnancy episodes in All of Us V8,Controlled Tier,False,3;15,,false,true,3:workbench|cohort builder; 15:pregnancy
34162,66721,COL5A1 Variation in Physical Activity and Injury,Controlled Tier,False,2;3;7,,false,true,2:genotype|ClinVar|genomics|ancestry; 3:workbench|EHR; 7:Fitbit|wearable|physical activity
34947,66748,FinnGen meta-analysis,Controlled Tier,False,2;3,,false,true,2:GWAS; 3:PhecodeX
34945,66746,Summarizing survey data v7,Controlled Tier,True,3,,false,true,3:missing data|clustering
34652,66723,PE Risk Factors in Women,Registered Tier,False,3;6,,false,true,3:Researcher Workbench|workbench|EHR; 6:disparities|socioeconomic|rural|income|access to care
34939,66740,aoutools,Controlled Tier,False,2;3,,false,true,2:PRS|polygenic risk score|polygenic|genetic risk|genomic; 3:Researcher Workbench|workbench|risk prediction
34938,66739,Hyst and metaboloc syndrome,Registered Tier,False,1,,false,true,1:atherosclerosis|metabolic syndrome
33716,66718,aoutools_dev,Controlled Tier,False,2;3,,false,true,2:PRS|polygenic risk score|polygenic|genetic risk|genomic; 3:Researcher Workbench|workbench|risk prediction
34935,66736,Duplicate of Cohort HPV Patients 03-27-2025,Registered Tier,True,3;5;6,,false,true,3:machine learning|random forest; 5:cervical cancer|cancer; 6:disparity|socioeconomic
34933,66734,SCD_Iron_Overload,Controlled Tier,True,2,,false,true,2:GWAS|genomic
34932,66733,20251022_MRP5,Controlled Tier,False,2;3;16,,false,true,2:WGS|genotype|genetic variant|genomic; 3:Researcher Workbench|workbench|EHR; 16:pharmacogenetic|pharmacokinetic|cilostazol
34928,66729,Bone gSOS,Controlled Tier,True,2,,false,true,2:polygenic risk score|polygenic|loci|ancestry
34802,66626,Association of keloid with depressive disorder,Registered Tier,False,4;12,,false,true,4:depression|depressive; 12:keloid
29637,66601,Wearable_circadian_sleep_psychiatric_risks,Controlled Tier,False,4,,false,true,4:depression|anxiety|mental health|psychiatric
26655,66593,Cancer PheTK v8,Controlled Tier,False,2;3;4;5,,false,true,2:PheWAS|WGS|whole-genome sequencing|genome-wide|association studies|genome-wide association|genomic; 3:phecode|ICD|ICD-10; 4:anxiety|pain; 5:cancer|cancer susceptibility
29231,66600,v8 of Breast cancer risk prediction in Asian American women,Controlled Tier,False,2;3;5;6,,false,true,2:PRS|polygenic risk score|polygenic|ancestry|genomic; 3:electronic health record|AUC|risk prediction; 5:breast cancer|cancer; 6:social determinants of health|Asian American|socioeconomic
34926,66686,Marvin's Preeclampsia Prediction Workspace,Controlled Tier,False,1;3;15,,false,true,1:preeclampsia|blood pressure|BMI; 3:explainable AI|machine learning; 15:maternal health|pregnancy|preeclampsia|maternal
34924,66684,Duplicate of Duplicate of Reproductive and Metabolic Subtypes of PCOS v8,Controlled Tier,True,1;2;15,,false,true,1:type 2 diabetes|diabetes|CVD|obesity; 2:PheWAS|GWAS|association studies|genomic; 15:PCOS|infertility
34925,66685,Duplicate of NHLBI-ECHB-LoGICO,Controlled Tier,True,1;2,,false,true,1:cardiovascular disease|cardiovascular; 2:WGS|GWAS|genomic
34136,66619,PREVENT-CAC Dementia Study,Controlled Tier,False,1;11,,false,true,1:cardiovascular disease|CVD|heart disease|coronary|cardiovascular; 11:dementia
34923,66683,FinnGen meta-analysis testing,Registered Tier,False,2;3,,false,true,2:GWAS; 3:PhecodeX
25865,66592,NHLBI-ECHB-LoGICO,Controlled Tier,True,1;2,,false,true,1:cardiovascular disease|cardiovascular; 2:WGS|GWAS|genomic
34534,66621,AALERT-P,Controlled Tier,False,3;15,,false,true,3:machine learning|predictive model; 15:polycystic ovary syndrome|PCOS|polycystic ovary|women's health
34915,66675,v8_PheWAS analysis for Tandem Repeat Expansions_AI_AN,Controlled Tier,True,2,,false,true,2:PheWAS|GWAS|genotype|tandem repeat|loci|ancestry
34914,66674,Endometriosis,Registered Tier,False,15,,false,true,15:endometriosis|pregnancy|infertility|fertility
28313,66597,Cohort HPV Patients 03-27-2025,Registered Tier,True,3;5;6,,false,true,3:machine learning|random forest; 5:cervical cancer|cancer; 6:disparity|socioeconomic
34913,66673,AoU - CKD-GeneticRisk,Controlled Tier,False,1,,false,true,1:CKD|kidney disease
33857,66618,Mental Health Outcomes in Adults with Congenital Disorders,Controlled Tier,True,4,,false,true,4:depression|anxiety|mental health|psychiatric
34912,66672,Intraocular pressure,Controlled Tier,False,1;18,,false,true,1:blood pressure|BMI; 18:glaucoma
29898,66602,Demo Project: Mental Health and Well Being,Controlled Tier,False,3;4,,false,true,3:Researcher Workbench|electronic health record|workbench|EHR; 4:PTSD|suicidal ideation|MDD|well-being|OCD|mental health|panic disorder|suicide|psychiatric
28944,66599,BCX PRS adjustments for disease associations (V8),Controlled Tier,False,2,,false,true,2:PRS|GWAS|polygenic risk score|Mendelian randomization|polygenic|genetic risk
34911,66671,Generalized Synthetic Learning,Registered Tier,False,1;3;6;7,,false,true,1:cardiometabolic|BMI|obesity; 3:machine learning|EHR; 6:disparities|income|access to care; 7:wearable
34573,66622,Passive Sensory - Social Isolation,Registered Tier,False,4;7,,false,true,4:loneliness; 7:Fitbit
33754,66617,Advancing Firearm Injury Exposure Surveillance (Controlled Tier),Controlled Tier,True,3;4;6,,false,true,3:public health surveillance|SNOMED|ICD|ICD-10; 4:PTSD; 6:disparities|equity
26676,66594,D_Behavioral Health & Service Utilization Among Autistic Adults and Families,Controlled Tier,True,4;6,,false,true,4:behavioral health|psychiatric; 6:social determinants of health|disparities|marginalized|underrepresented
34814,66627,Duplicate of AoU_PRS_v8,Controlled Tier,False,2,,false,true,2:PRS|multi-ancestry|polygenic|ancestry|genetic risk
32938,66610,Genotypes: Cancer vs Non-Cancer,Controlled Tier,False,3;5;6,,false,true,3:machine learning|gradient boosting|random forest; 5:oncology|cancer; 6:health disparities|social determinants of health|disparities
34519,66620,CVD_pheno,Controlled Tier,True,2,,false,true,2:genome-wide|association studies|genome-wide association|loci|ancestry|association study
34901,66661,Health Literacy in HPT,Registered Tier,False,6,,false,true,6:income|health literacy
34900,66660,Nutrition Note Harmonization,Registered Tier,False,3,,false,true,3:harmonization|machine learning|LLM
33630,66615,Womens Health Time-to-Event GWAS,Controlled Tier,False,2,,false,true,2:GWAS|SAIGE|ancestry|fine mapping|genetic ancestry
34899,66659,NLRP3 Missense Variants and Blood Trait Associations,Controlled Tier,False,2,,false,true,2:PheWAS|GWAS|REGENIE|SAIGE|genome-wide|genome-wide association|genetic risk|phenome-wide|association study|genomic
34898,66658,rotator cuff tears,Controlled Tier,False,,,false,true,
10004,66587,Self Reported Cancer in Deep South,Controlled Tier,True,3;5;6,,false,true,3:workbench|EHR; 5:colorectal|cancer; 6:social determinants of health|disparity|rural
34897,66657,workspace_v8_synonymous_model,Controlled Tier,True,1;2,,false,true,1:CKD|kidney disease; 2:WGS|genotype|ancestry
34896,66656,PPI Pharmacogenetics,Controlled Tier,False,16,,false,true,16:CYP2C19
34894,66654,PD dopamine,Controlled Tier,False,11,,false,true,11:Parkinson's disease|Parkinson
26745,66595,D_v7Behavioral Health & Service Utilization Among Autistic Adults and Families,Controlled Tier,True,4;6,,false,true,4:behavioral health|psychiatric; 6:social determinants of health|disparities|marginalized|underrepresented
34890,66650,Drug cost,Registered Tier,False,,,false,true,
32607,66608,Duplicate of V8_Asian Americans with Hep B Cohort,Controlled Tier,True,1;5;6,,false,true,1:NAFLD|BMI; 5:liver cancer|cancer; 6:disparity|equity
34887,66647,GENIAL_ALC-HCC_CG,Controlled Tier,False,2,,false,true,2:GWAS
34882,66642,"SDOH, Allostatic load, and early-onset Cancer",Controlled Tier,False,5;6,,false,true,5:lung cancer|colorectal|cancer; 6:minorities|discrimination|rural|SDOH|racial and ethnic|housing|neighborhood
34883,66643,Duplicate of V8 Cardiac PheWAS,Controlled Tier,False,1;2,,false,true,1:heart disease|cardiac; 2:PheWAS|phenome-wide|association study
25386,66591,V8 Cardiac PheWAS,Controlled Tier,False,1;2,,false,true,1:heart disease|cardiac; 2:PheWAS|phenome-wide|association study
34851,66629,"Classifying SZ, BD, and SZA Using Biomarkers, SDoH, and Clinical Data",Registered Tier,False,3;4,,false,true,3:electronic health record|machine learning|artificial intelligence; 4:bipolar disorder|schizophrenia|bipolar
34879,66639,Shujun,Registered Tier,True,3;6;7;11,,false,true,3:machine learning|gradient boosting|random forest|missing data; 6:health disparities|disparities|socioeconomic; 7:wearable|physical activity; 11:aging|healthy aging
13589,66588,dataset0,Registered Tier,False,2;4;11;18,,false,true,2:Mendelian randomization; 4:depression; 11:dementia; 18:hearing loss
21478,66590,DT,Controlled Tier,True,4;6,,false,true,4:depression|mental health; 6:social determinants of health|equity
33298,66613,anemia G6PD,Controlled Tier,False,1;2;3;6;10;15,,false,true,1:BMI|cardiovascular|obesity; 2:WGS|PRS|polygenic|genomics|ancestry|genetic risk|genetic ancestry; 3:workbench|EHR; 6:socioeconomic|equity; 10:G6PD; 15:pregnancy
34878,66638,T2D Causal Decomp,Controlled Tier,True,1;6,,false,true,1:type 2 diabetes|T2D|diabetes; 6:racial disparity|disparities|disparity|income|neighborhood
32326,66604,Duplicate of Getting started with Researcher Workbench,Controlled Tier,False,3,,false,true,3:Researcher Workbench|workbench
34876,66636,V4 - Pain-OUD Estimation Workspace,Controlled Tier,False,4,,false,true,4:opioid use disorder|pain|opioid|chronic pain
34874,66634,BE223A,Controlled Tier,False,3;4;7,,false,true,3:electronic health record|machine learning|gradient boosting|EHR; 4:behavioral health|mental health|addiction|substance use; 7:digital phenotyping|wearable|sensor|heart rate variability|sleep duration
34872,66632,"Early Differentiation of SZ, BD, and SZA Using SDoH and Wearable Data",Registered Tier,False,3;4;6;7,,false,true,3:machine learning|artificial intelligence; 4:bipolar disorder|schizophrenia|bipolar; 6:social determinants of health; 7:Fitbit|wearable
34871,66631,Investigate the phenotypic spectrum of anorexia nervosa and bulimia,Controlled Tier,False,2,,false,true,2:PheWAS|GWAS|REGENIE|SAIGE|common variant
34870,66585,Genetic Risk Factors Associated with Cancer Risk_V2,Controlled Tier,True,2;5;6;15,,false,true,2:whole genome sequencing|ancestry|genetic risk|genetic ancestry; 5:endometrial cancer|cancer; 6:disparities|deprivation|socioeconomic|racial and ethnic|neighborhood; 15:endometrial cancer
34869,66584,Young Stroke Project,Registered Tier,False,1;14,14.2-stroke-cerebro,false,true,1:stroke; 14:stroke
34866,66581,Senior Thesis project,Registered Tier,True,5,,false,true,5:lung cancer|cancer screening|cancer
34864,66579,Gastrointestinal Complications-Age,Registered Tier,True,6;11,,false,true,6:health disparities|social determinants of health|disparities|SDOH|income|housing|food insecurity; 11:aging|older adults
34863,66578,Social isolation among older Asian American adults,Controlled Tier,True,6,,false,true,6:underrepresented groups|Asian American|underrepresented|neighborhood
34862,66577,Duplicate of Head and Neck Manifestations in Parkinson's Disease,Controlled Tier,False,11,,false,true,11:Parkinson's disease|Parkinson
31517,66522,Head and Neck Manifestations in Parkinson's Disease,Controlled Tier,False,11,,false,true,11:Parkinson's disease|Parkinson
25810,66512,Alzheimer's Disease APOE Prevalence vs Incidence (v8),Controlled Tier,True,2;11,,false,true,2:genotype|genetic variant; 11:APOE|Alzheimer|Alzheimer's
34859,66574,Mental health with mobile devices,Registered Tier,False,3;4;7,,false,true,3:machine learning|EHR; 4:depression|anxiety|mental health; 7:Fitbit|sensor
34858,66573,BRCA Study,Registered Tier,True,5;15,,false,true,5:endometrial cancer|cancer; 15:endometrial cancer
27592,66517,Rare_variant_monogenic_diabetes_V2,Controlled Tier,True,1;2;10,,false,true,1:T2D|diabetes; 2:PRS|association studies|rare variant|genetic risk; 10:monogenic|penetrance
34854,66569,Novel Design and Analysis Development in Electronic Health Record Studies,Controlled Tier,False,1;2;3;6,,false,true,1:diabetes|cholesterol|cardiovascular; 2:association studies|genomics; 3:electronic health record|EHR; 6:deprivation|neighborhood
24060,66510,CHIP in All of Us v7,Controlled Tier,False,1;2,,false,true,1:llm-judgment: clonal hematopoiesis — cardiometabolic risk; 2:llm-judgment: genomics
34853,66568,CCCA,Controlled Tier,True,2;12,,false,true,2:genome-wide|association studies|genome-wide association; 12:alopecia|CCCA
34852,66567,Clinician Compensation Project,Registered Tier,False,,,false,true,
33252,66528,PGRS_CT,Controlled Tier,False,1;2,,false,true,1:type 2 diabetes|T2D|diabetes|eGFR|ESRD|diabetic kidney|kidney disease|renal|creatinine|end-stage renal|renal disease|diabetic; 2:genome-wide|admixture|ancestry|association study
33771,66530,PRS Validation - Ricky,Controlled Tier,False,2,,false,true,2:PRS|polygenic|ancestry|genetic ancestry
34849,66564,Duplicate of HCAU Disparities in Southern US Women,Controlled Tier,True,1;6,,false,true,1:cardiometabolic|obesity; 6:disparities|deprivation|Medicaid
28729,66518,CORE_Murugiah_v8,Controlled Tier,False,1;3,,false,true,1:cardiovascular disease|cardiovascular; 3:machine learning|EHR
32957,66527,Genetics underlying lab value trajectories,Controlled Tier,True,2;3,,false,true,2:GWAS; 3:ICD|ICD-10
34843,66558,Heart Rhythm,Registered Tier,True,1;6;14,,false,true,1:hypertension|stroke|atrial fibrillation|heart failure|cardiovascular disease|diabetes|ischemic heart|CVD|heart disease|cardiovascular|obesity; 6:socioeconomic|rural|income; 14:stroke
32862,66526,Exploring Substance Abuse Risk Factors,Controlled Tier,True,4,,false,true,4:llm-judgment: substance abuse — mental health
34822,66539,AOU_cedars_controlled_tier,Controlled Tier,False,2;5,,false,true,2:whole-genome sequencing|structural variant|genetic risk|genetic variant; 5:ovarian cancer|cancer|malignancy
34841,66556,Parkinsons_Laryngeal_Disorders,Controlled Tier,True,11,,false,true,11:Parkinson's disease|Parkinson
34839,66554,Prescription Disparities,Registered Tier,False,1;6,,false,true,1:GLP-1|diabetes|BMI|obesity; 6:minority|disparities|income|racial and ethnic
26244,66514,MS PheRS (V8),Controlled Tier,True,2;9;14,,false,true,2:PRS|polygenic|ancestry|genetic risk|genetic ancestry; 9:multiple sclerosis|MS; 14:multiple sclerosis
32827,66525,Duplicate of Social Determinants of Health in Laryngological Disorders,Registered Tier,True,4;6,,false,true,4:depression|anxiety|mental health; 6:social determinants of health|socioeconomic
20181,66508,Hearing Loss and Mental Health,Controlled Tier,True,4;18,,false,true,4:depression|anxiety|stress|mental health|wellbeing|psychiatric; 18:hearing loss
34059,66531,Estimating rare variant contributions to complex disease,Controlled Tier,True,2;6;10,,false,true,2:rare variant|ancestry|genetic risk|genomic; 6:underrepresented groups|underrepresented; 10:VUS|Mendelian
30979,66520,HCAU Disparities in Southern US Women,Controlled Tier,True,1;6,,false,true,1:cardiometabolic|obesity; 6:disparities|deprivation|Medicaid
34838,66553,virus_ndd_autoimmune,Controlled Tier,True,8;9;11;14,,false,true,11:dementia; 8:llm-judgment: virus; 9:llm-judgment: autoimmune; 14:llm-judgment: neurodevelopmental disease
34837,66552,OSA_CPAP,Controlled Tier,True,3;11;13,,false,true,3:OMOP|SNOMED|EHR|cohort builder; 11:dementia; 13:obstructive sleep apnea|sleep apnea|OSA
24158,66511,Duplicate of June2024_PheRSWAS_pTL_gTL,Controlled Tier,False,2,,false,true,2:PheWAS|polygenic|phenome-wide|association study
